iter	Passed	Remaining
437	1327	1703
438	1328	1698
439	1330	1693
440	1334	1691
441	1336	1687
442	1338	1682
443	1341	1680
444	1343	1675
445	1345	1671
446	1349	1669
447	1352	1666
448	1354	1661
449	1355	1657
450	1359	1654
451	1360	1649
452	1364	1648
453	1367	1644
454	1368	1639
455	1372	1636
456	1374	1632
457	1375	1628
458	1380	1627
459	1382	1623
460	1386	1621
461	1389	1618
462	1391	1613
463	1393	1609
464	1394	1604
465	1396	1600
466	1398	1595
467	1400	1591
468	1401	1587
469	1403	1582
470	1406	1579
471	1407	1574
472	1409	1570
473	1410	1565
474	1413	1562
475	1415	1557
476	1416	1552
477	1417	1548
478	1421	1545
479	1422	1541
480	1424	1536
481	1425	1531
482	1428	1529
483	1430	1524
484	1431	1520
485	1432	1515
486	1436	1512
487	1437	1508
488	1439	1504
489	1440	1499
490	1442	1495
491	1444	1491
492	1446	1487
493	1447	1482
494	1450	1480
495	1452	1475
496	1454	1471
497	1455	1467
498	1458	1464
499	1459	1459
500	1461	1455
501	1462	1451
502	1465	1448
503	1468	1444
504	1469	1440
505	1471	1436
506	1475	1434
507	1476	1430
508	1477	1425
509	1481	1423
510	1483	1419
511	1484	1415
512	1486	1410
513	1487	1406
514	1490	1403
515	1491	1398
516	1492	1394
517	1495	1392
518	1497	1388
519	1499	1384
520	1500	1379
521	1503	1377
522	1505	1372
523	1506	1368
524	1507	1364
525	1511	1361
526	1513	1358
527	1514	1353
528	1515	1349
529	1518	1346
530	1520	1342
531	1521	1338
532	1523	1334
533	1526	1331
534	1528	1328
535	1529	1324
536	1533	1322
537	1535	1318
538	1536	1314
539	1539	1311
540	1541	1307
541	1542	1303
542	1544	1299
543	1547	1297
544	1549	1293
545	1550	1289
546	1551	1285
547	1555	1282
548	1557	1279
549	1558	1275
550	1560	1271
551	1564	1269
552	1565	1265
553	1567	1261
554	1570	1258
555	1571	1255
556	1573	1251
557	1574	1247
558	1578	1245
559	1579	1241
560	1580	1237
561	1582	1233
562	1584	1229
563	1586	1226
564	1587	1222
565	1588	1218
566	1592	1215
567	1593	1211
568	1594	1208
569	1596	1204
570	1599	1201
571	1601	1198
572	1602	1194
573	1603	1190
574	1606	1187
575	1608	1183
576	1609	1180
577	1611	1176
578	1614	1173
579	1616	1170
580	1618	1167
581	1621	1164
582	1623	1161
583	1625	1157
584	1628	1155
585	1630	1152
586	1632	1148
587	1634	1145
588	1637	1142
589	1639	1139
590	1640	1135
591	1643	1132
592	1646	1129
593	1647	1126
594	1649	1122
595	1653	1120
596	1655	1117
597	1659	1115
598	1661	1112
599	1662	1108
600	1663	1104
601	1665	1100
602	1668	1098
603	1669	1094
604	1670	1090
605	1674	1088
606	1676	1085
607	1677	1081
608	1678	1077
609	1681	1075
610	1683	1071
611	1684	1067
612	1685	1064
613	1689	1061
614	1691	1058
615	1692	1055
616	1693	1051
617	1697	1048
618	1698	1045
619	1699	1041
620	1701	1038
621	1704	1035
622	1706	1032
623	1707	1029
624	1709	1025
625	1712	1023
626	1714	1019
627	1715	1016
628	1716	1012
629	1719	1010
630	1721	1006
631	1722	1003
632	1724	999
633	1727	997
634	1729	993
635	1730	990
636	1731	986
637	1734	984
638	1736	980
639	1737	977
640	1739	974
641	1743	971
642	1744	968
643	1746	965
644	1749	962
645	1751	959
646	1752	956
647	1754	952
648	1757	950
649	1758	947
650	1760	943
651	1761	940
652	1764	937
653	1766	934
654	1767	931
655	1769	927
656	1772	925
657	1773	921
658	1775	918
659	1776	915
660	1779	912
661	1781	909
662	1782	906
663	1784	902
664	1787	900
665	1788	897
666	1790	893
667	1791	890
668	1794	888
669	1796	885
670	1798	881
671	1799	878
672	1802	875
673	1803	872
674	1804	868
675	1806	865
676	1809	863
677	1811	860
678	1812	856
679	1813	853
680	1817	851
681	1818	847
682	1820	844
683	1821	841
684	1824	838
685	1826	836
686	1827	832
687	1829	829
688	1833	827
689	1835	824
690	1836	821
691	1839	818
692	1841	815
693	1843	812
694	1844	809
695	1847	807
696	1849	803
697	1850	800
698	1851	797
699	1854	794
700	1856	791
701	1857	788
702	1859	785
703	1862	782
704	1863	779
705	1865	776
706	1869	774
707	1871	771
708	1873	768
709	1874	765
710	1877	763
711	1879	760
712	1883	758
713	1886	755
714	1888	752
715	1890	749
716	1892	746
717	1893	743
718	1895	740
719	1898	738
720	1900	735
721	1901	732
722	1902	729
723	1905	726
724	1907	723
725	1908	720
726	1910	717
727	1912	714
728	1914	711
729	1916	708
730	1917	705
731	1921	703
732	1923	700
733	1924	697
734	1928	695
735	1930	692
736	1932	689
737	1934	686
738	1937	684
739	1938	681
740	1943	679
741	1950	678
742	1953	675
743	1957	673
744	1958	670
745	1960	667
746	1961	664
747	1964	661
748	1965	658
749	1969	656
750	1971	653
751	1972	650
752	1974	647
753	1976	644
754	1978	641
755	1979	638
756	1980	635
757	1983	633
758	1985	630
759	1987	627
760	1988	624
761	1991	622
762	1992	619
763	1994	616
764	1995	613
765	1999	610
766	2001	607
767	2002	604
768	2003	601
769	2006	599
770	2008	596
771	2009	593
772	2010	590
773	2014	588
774	2016	585
775	2017	582
776	2019	579
777	2023	577
778	2025	574
779	2026	571
780	2028	568
781	2030	566
782	2032	563
783	2033	560
784	2037	557
785	2038	555
786	2040	552
787	2045	550
788	2046	547
789	2048	544
790	2051	541
791	2052	539
792	2054	536
793	2055	533
794	2058	530
795	2060	528
796	2062	525
797	2063	522
798	2065	519
799	2067	516
800	2068	513
801	2070	511
802	2073	508
803	2075	505
804	2076	503
805	2077	500
806	2081	497
807	2082	494
808	2083	492
809	2085	489
810	2088	486
811	2090	484
812	2092	481
813	2093	478
814	2096	475
815	2097	473
816	2099	470
817	2100	467
818	2103	464
819	2106	462
820	2107	459
821	2109	456
822	2113	454
823	2114	451
824	2116	448
825	2119	446
826	2121	443
827	2122	440
828	2123	438
829	2126	435
830	2128	432
831	2129	429
832	2132	427
833	2134	424
834	2135	422
835	2137	419
836	2139	416
837	2142	414
838	2143	411
839	2145	408
840	2148	406
841	2150	403
842	2152	400
843	2153	398
844	2156	395
845	2158	392
846	2159	390
847	2161	387
848	2163	384
849	2165	382
850	2166	379
851	2168	376
852	2171	374
853	2172	371
854	2174	368
855	2175	366
856	2177	363
857	2179	360
858	2180	357
859	2185	355
860	2187	353
861	2191	350
862	2193	348
863	2196	345
864	2199	343
865	2203	340
866	2205	338
867	2207	335
868	2209	333
869	2212	330
870	2214	327
871	2215	325
872	2217	322
873	2219	319
874	2220	317
875	2222	314
876	2225	312
877	2226	309
878	2227	306
879	2231	304
880	2233	301
881	2234	298
882	2236	296
883	2237	293
884	2240	291
885	2242	288
886	2243	285
887	2246	283
888	2248	280
889	2250	278
890	2251	275
891	2254	272
892	2255	270
893	2257	267
894	2258	264
895	2261	262
896	2263	259
897	2265	257
898	2269	254
899	2271	252
900	2273	249
901	2281	247
902	2282	245
903	2286	242
904	2288	240
905	2289	237
906	2292	235
907	2294	232
908	2296	229
909	2297	227
910	2303	225
911	2305	222
912	2307	219
913	2309	217
914	2312	214
915	2314	212
916	2315	209
917	2319	207
918	2321	204
919	2322	201
920	2324	199
921	2325	196
922	2328	194
923	2329	191
924	2333	189
925	2335	186
926	2336	183
927	2337	181
928	2339	178
929	2342	176
930	2343	173
931	2344	171
932	2348	168
933	2350	166
934	2351	163
935	2352	160
936	2356	158
937	2357	155
938	2358	153
939	2360	150
940	2363	148
941	2365	145
942	2367	143
943	2368	140
944	2373	138
945	2374	135
946	2376	132
947	2379	130
948	2380	127
949	2382	125
950	2383	122
951	2385	120
952	2387	117
953	2389	115
954	2390	112
955	2392	110
956	2394	107
957	2395	105
958	2397	102
959	2400	100
960	2401	97
961	2403	94
962	2404	92
963	2407	89
964	2409	87
965	2411	84
966	2412	82
967	2414	79
968	2416	77
969	2417	74
970	2418	72
971	2421	69
972	2423	67
973	2424	64
974	2425	62
975	2429	59
976	2430	57
977	2431	54
978	2435	52
979	2437	49
980	2439	47
981	2440	44
982	2442	42
983	2444	39
984	2445	37
985	2447	34
986	2450	32
987	2452	29
988	2454	27
989	2455	24
990	2459	22
991	2461	19
992	2462	17
993	2465	14
994	2467	12
995	2469	9
996	2470	7
997	2471	4
998	2474	2
999	2476	0
